Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
4, 26, 538875789312, 36.56, 0.01, 0.01, 0.00, 44.80, 0.00
