Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
6, 26, 538875789312, 36.38, 0.01, 0.01, 0.00, 31.94, 0.00
