Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
1, 26, 538875789312, 38.65, 0.01, 0.02, 0.00, 167.66, 0.00
