Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
5, 26, 538875789312, 36.31, 0.01, 0.02, 0.00, 38.43, 0.00
