Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
6, 26, 538875789312, 36.18, 0.01, 0.01, 0.00, 32.00, 0.00
