Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
1, 26, 538875789312, 38.36, 0.01, 0.02, 0.00, 166.88, 0.00
