Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
2, 26, 526469450208, 36.78, 0.10, 0.11, 0.00, 62.68, 0.00
