Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
6, 26, 526469450208, 38.51, 0.92, 0.81, 0.00, 43.16, 0.00
