Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
5, 26, 526469450208, 38.01, 0.01, 0.01, 0.00, 43.69, 0.00
