Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
3, 26, 526469450208, 38.53, 0.85, 0.80, 0.00, 45.63, 0.00
