Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
4, 26, 526469450208, 38.41, 0.60, 0.57, 0.00, 45.46, 0.00
