Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
8, 26, 526469450208, 38.26, 0.61, 0.64, 0.00, 41.45, 0.00
