Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
3, 26, 273046437888, 22.48, 0.01, 0.02, 0.00, 29.27, 0.00
