Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
2, 26, 273046437888, 22.57, 0.20, 0.20, 0.00, 29.60, 0.00
