Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
8, 26, 131811456000, 8, 35.94, 0.05, 0.06, 0.00, 0.00, 21.97, 0.00
