Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
7, 26, 32749248000, 2, 35.39, 0.01, 0.01, 0.00, 0.00, 13.84, 0.00
