Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
6, 26, 264061056000, 16, 36.74, 0.01, 0.01, 0.00, 0.00, 37.19, 0.00
