Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
8, 26, 260415590400, 16, 35.19, 0.02, 33.50, 0.03, 0.00, 19.13, 0.00
