Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
2, 26, 32339731200, 2, 35.05, 0.02, 33.59, 0.02, 0.00, 13.16, 0.00
