Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
1, 26, 264405120000, 16, 36.22, 0.11, 0.11, 0.00, 0.00, 44.54, 0.00
