Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
8, 26, 264028800000, 16, 36.90, 0.38, 0.36, 0.00, 0.00, 32.88, 0.00
