Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
4, 26, 32823436800, 2, 35.40, 0.01, 0.01, 0.00, 0.00, 14.67, 0.00
