Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
7, 26, 264065356800, 16, 36.54, 0.01, 0.01, 0.00, 0.00, 31.84, 0.00
