Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
4, 26, 131880268800, 8, 36.02, 0.01, 0.01, 0.00, 0.00, 25.00, 0.00
