Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
6, 26, 32346182400, 2, 35.15, 0.02, 33.58, 0.04, 0.00, 13.18, 0.00
