Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
2, 26, 129960499200, 8, 35.12, 0.02, 33.73, 0.24, 0.00, 15.84, 0.00
