Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
7, 26, 65632896000, 4, 35.67, 0.01, 0.01, 0.00, 0.00, 16.73, 0.00
