Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
2, 26, 64642636800, 4, 35.04, 0.02, 33.53, 0.02, 0.00, 13.92, 0.00
