Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
8, 26, 64636992000, 4, 35.17, 0.02, 33.76, 0.02, 0.00, 14.18, 0.00
