Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
1, 26, 32338252800, 2, 35.15, 0.02, 33.47, 0.02, 0.00, 13.18, 0.00
