Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
3, 26, 32331868800, 2, 35.08, 0.02, 33.55, 0.03, 0.00, 13.20, 0.00
