Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
5, 26, 32801932800, 2, 35.41, 0.01, 0.01, 0.00, 0.00, 14.17, 0.00
