Disks, Threads, Bytes, Rate, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Compress, [IO] Close
3, 26, 132011443200, 8, 35.91, 0.19, 0.20, 0.00, 0.00, 21.51, 0.00
