Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
3, 26, 64575840000, 4, 35.14, 0.02, 33.79, 0.04, 0.00, 14.45, 0.00
