Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
1, 26, 129886848000, 8, 35.15, 0.02, 33.87, 0.26, 0.00, 17.22, 0.00
