Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
3, 26, 129778521600, 8, 35.80, 0.92, 34.14, 0.25, 0.00, 16.64, 0.00
