Disks, Threads, Bytes, Rate, [REV] Section0, [REV] Section1, [REV] Section2, [IO] Open, [IO] Read, [IO] Decompress, [IO] Close
5, 26, 32357068800, 2, 35.17, 0.02, 33.50, 0.04, 0.00, 13.15, 0.00
