Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
1, 26, 538875789312, 37.93, 0.56, 0.45, 0.00, 135.81, 0.00
