Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
3, 26, 538875789312, 40.05, 1.43, 1.34, 0.00, 47.61, 0.00
