Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
4, 26, 538875789312, 40.28, 1.25, 1.14, 0.00, 47.04, 0.00
