Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
5, 26, 538875789312, 40.07, 1.31, 1.19, 0.00, 45.64, 0.00
