Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
8, 26, 538875789312, 39.95, 1.67, 1.67, 0.00, 40.66, 0.00
