Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
2, 26, 267066809568, 25.51, 0.01, 0.01, 0.00, 24.86, 0.00
