Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
3, 26, 267066809568, 22.10, 0.01, 0.01, 0.00, 24.74, 0.00
