Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
1, 26, 267066809568, 51.88, 0.01, 0.01, 0.00, 32.34, 0.00
