Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
4, 26, 267066809568, 22.62, 0.01, 0.01, 0.00, 24.52, 0.00
